표준코드,ticker,한글 종목명,name,영문 종목명,start_date,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,산업분류
KR7348950007,348950,제이알글로벌리츠보통주,제이알글로벌리츠,JR GLOBAL REIT,2020/08/07,KOSPI,부동산투자회사,,보통주,"1,000","197,376,000",서비스업
KR7204270003,204270,제이앤티씨,제이앤티씨,"JNTC CO.,LTD.",2020/03/04,KOSDAQ,주권,우량기업부,보통주,500,"57,848,466",일반전기전자
KR7194370003,194370,제이에스코퍼레이션보통주,제이에스코퍼레이션,JS Corporation,2016/02/04,KOSPI,주권,,보통주,100,"13,335,601",기타제조업
KR7026040006,026040,제이에스티나,제이에스티나,"J.ESTINA Co.,Ltd",1999/12/21,KOSDAQ,주권,중견기업부,보통주,500,"16,503,790",기타제조
KR7126880004,126880,제이엔케이히터,제이엔케이히터,"JNK HEATERS Co., Ltd",2011/01/31,KOSDAQ,주권,우량기업부,보통주,500,"23,204,903",기계·장비
KR7322510009,322510,제이엘케이,제이엘케이,"JLK, Inc.",2019/12/11,KOSDAQ,주권,기술성장기업부,보통주,100,"15,332,358",IT S/W & SVC
KR7254160005,254160,제이엠멀티,제이엠멀티,JM-MULTI,2021/12/13,KONEX,주권,일반기업부,보통주,500,"5,160,000",#N/A
KR7033050006,033050,제이엠아이,제이엠아이,"JEONGMOON INFORMATION CO.,LTD.",1997/08/18,KOSDAQ,주권,중견기업부,보통주,"1,000","32,579,342",출판·매체복제
KR7094970001,094970,제이엠티,제이엠티,"JMT CO.,Ltd.",2007/10/12,KOSDAQ,주권,중견기업부,보통주,500,"16,748,240",IT H/W
KR7035900000,035900,제이와이피엔터테인먼트,JYP Ent.,JYP Entertainment Corporation,2001/08/30,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"35,497,492",오락·문화
KR7058420001,058420,제이웨이,제이웨이,"J way Co.,Ltd.",2002/01/10,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"3,610,839",오락·문화
KR7025620006,025620,제이준코스메틱보통주,제이준코스메틱,Jayjun Cosmetic,1995/07/08,KOSPI,주권,,보통주,500,"3,849,138",화학
KR7089790000,089790,제이티,제이티,JT Corporation.,2006/10/27,KOSDAQ,주권,벤처기업부,보통주,500,"10,315,513",IT H/W
KR8392080006,950170,제이티씨,JTC,JTC Inc.,2018/04/06,KOSDAQ,주식예탁증권,관리종목(소속부없음),보통주,무액면,"50,093,024",유통
KR7030000004,030000,제일기획보통주,제일기획,CheilWorldwide,1998/03/03,KOSPI,주권,,보통주,200,"115,041,225",서비스업
KR7052670007,052670,제일바이오,제일바이오,"CHEIL BIO CO., LTD.",2002/01/24,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"29,129,064",제약
KR7271980005,271980,제일약품보통주,제일약품,JEIL PHARM,2017/07/17,KOSPI,주권,,보통주,500,"14,704,872",의약품
KR7001560002,001560,제일연마공업보통주,제일연마,"CHEILGRINDINGWHEELIND.CO.,LTD",2005/12/09,KOSPI,주권,,보통주,500,"10,000,000",비금속광물
KR7199820002,199820,제일전기공업,제일전기공업,"CHEIL ELECTRIC CO., LTD.",2020/11/26,KOSDAQ,주권,벤처기업부,보통주,500,"11,110,000",일반전기전자
KR7038010005,038010,제일테크노스,제일테크노스,"JEIL TECHNOS CO., LTD",2000/01/11,KOSDAQ,주권,중견기업부,보통주,500,"9,000,000",금속
KR7002620003,002620,제일파마홀딩스보통주,제일파마홀딩스,JEIL PHARMA HOLDINGS INC.,1988/01/20,KOSPI,주권,,보통주,500,"15,973,355",서비스업
KR7276730009,276730,제주맥주,제주맥주,"Jeju Beer Company, Limited",2021/05/26,KOSDAQ,주권,기술성장기업부,보통주,500,"57,183,671",음식료·담배
KR7080220007,080220,제주반도체,제주반도체,Jeju Semiconductor Corp.,2005/02/01,KOSDAQ,주권,우량기업부,보통주,500,"34,442,833",IT H/W
KR7006220008,006220,제주은행보통주,제주은행,Jeju Bank,1972/12/28,KOSPI,주권,,보통주,"5,000","32,128,774",금융업
KR7089590004,089590,제주항공보통주,제주항공,"JEJUAIR, CO., LTD.",2015/11/06,KOSPI,주권,,보통주,"1,000","76,993,711",운수창고업
KR7216080002,216080,제테마,제테마,"JETEMA Co.,Ltd.",2019/11/14,KOSDAQ,주권,기술성장기업부,보통주,500,"17,813,259",제약
KR7229000005,229000,젠큐릭스,젠큐릭스,Gencurix Inc.,2020/06/25,KOSDAQ,주권,기술성장기업부,보통주,500,"6,668,588",제약
KR7248020000,248020,젬,젬,ZAM,2021/10/22,KONEX,주권,일반기업부,보통주,500,"4,771,050",#N/A
KR7082270000,082270,젬백스&카엘,젬백스,"GemVax & KAEL Co.,Ltd.",2005/06/24,KOSDAQ,주권,벤처기업부,보통주,500,"39,857,956",기계·장비
KR7064800006,064800,젬백스링크,젬백스링크,"Gemvaxlink Co., Ltd.",2002/08/22,KOSDAQ,주권,우량기업부,보통주,100,"83,747,117",유통
KR7044060002,044060,조광아이엘아이,조광ILI,"JOKWANG I.L.I CO., LTD",2001/01/18,KOSDAQ,주권,중견기업부,보통주,500,"95,732,184",기계·장비
KR7004910006,004910,조광페인트보통주,조광페인트,ChokwangPaint,1976/12/27,KOSPI,주권,,보통주,500,"12,800,000",화학
KR7004700001,004700,조광피혁보통주,조광피혁,ChokwangLeather,1977/05/27,KOSPI,주권,,보통주,"5,000","6,649,138",기타제조업
KR7001550003,001550,조비보통주,조비,Chobi,1976/12/28,KOSPI,주권,,보통주,"5,000","5,192,239",화학
KR7000480004,000480,조선내화보통주,조선내화,ChosunRefractories,1978/06/30,KOSPI,주권,,보통주,"5,000","4,000,000",비금속광물
KR7120030002,120030,조선선재 보통주,조선선재,"CHOSUN WELDING POHANG Co., Ltd",2010/02/19,KOSPI,주권,,보통주,500,"1,257,651",기계
KR7034940007,034940,조아제약,조아제약,"ChoA Pharmaceutical Co., LTD.",1999/08/13,KOSDAQ,주권,중견기업부,보통주,500,"30,979,827",제약
KR7067000000,067000,조이시티,조이시티,JoyCity Corporation,2008/05/30,KOSDAQ,주권,우량기업부,보통주,500,"68,516,612",IT S/W & SVC
KR7018470005,018470,조일알미늄보통주,조일알미늄,CHOILALUMINUM,1988/11/22,KOSPI,주권,,보통주,500,"126,631,721",철강금속
KR7002600005,002600,조흥보통주,조흥,CHOHEUNG CORPORATION,1976/12/23,KOSPI,주권,,보통주,"5,000","600,000",음식료품
KR7063160006,063160,종근당바이오보통주,종근당바이오,CKDBioCorporation,2001/12/11,KOSPI,주권,,보통주,"2,500","5,485,962",의약품
KR7185750007,185750,종근당보통주,종근당,CHONGKUNDANG,2013/12/06,KOSPI,주권,,보통주,"2,500","12,568,464",의약품
KR7001630003,001630,종근당홀딩스보통주,종근당홀딩스,CHONGKUNDANG HOLDINGS CORP.,1976/06/30,KOSPI,주권,,보통주,"2,500","5,009,861",의약품
KR7033340001,033340,좋은사람들,좋은사람들,"GOOD PEOPLE CO., LTD.",1997/11/03,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"96,950,558",섬유·의류
KR7036930006,036930,주성엔지니어링,주성엔지니어링,"JUSUNG ENGINEERING Co.,Ltd.",1999/12/24,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"48,249,212",IT H/W
KR7185190006,185190,주식회사 수프로,수프로,"Suppro Co.,Ltd",2013/10/29,KONEX,주권,일반기업부,보통주,200,"9,238,625",#N/A
KR7357580000,357580,주식회사 아모센스,아모센스,"Amosense Co., Ltd.",2021/06/25,KOSDAQ,주권,기술성장기업부,보통주,500,"11,200,076",IT H/W
KR7226400000,226400,주식회사 오스테오닉,오스테오닉,"OSTEONIC Co., Ltd.",2018/02/22,KOSDAQ,주권,기술성장기업부,보통주,500,"17,412,791",의료·정밀기기
KR7070960000,070960,주식회사 용평리조트,용평리조트,YONG PYONG RESORT CORPORATION,2016/05/27,KOSPI,주권,,보통주,"5,000","48,133,333",서비스업
KR7187420005,187420,주식회사 제노포커스,제노포커스,"GenoFocus, Inc.",2015/05/29,KOSDAQ,주권,기술성장기업부,보통주,500,"22,525,010",제약
KR7189350002,189350,주식회사 코셋,코셋,Coset Inc.,2013/12/24,KONEX,주권,일반기업부,보통주,500,"4,800,000",#N/A
KR7023450000,023450,주식회사동남합성,동남합성,"DONGNAMCHEMICALCO,.LTD.",1996/12/24,KOSPI,주권,,보통주,500,"3,610,000",화학
KR7002380004,002380,주식회사케이씨씨,KCC,KCC Corporation,1973/06/25,KOSPI,주권,,보통주,"5,000","8,886,471",화학
KR7044380004,044380,주연테크 보통주,주연테크,JOOYONTECH,2006/11/15,KOSPI,주권,,보통주,200,"59,199,244",전기전자
KR7239340003,239340,줌인터넷,줌인터넷,ZUMinternet Corp.,2016/06/09,KOSDAQ,주권,중견기업부,보통주,100,"26,979,634",IT S/W & SVC
KR7024110009,024110,중소기업은행보통주,기업은행,INDUSTRIALBANKOFKOREA,2003/12/24,KOSPI,주권,,보통주,"5,000","797,425,869",금융업
KR7051980001,051980,중앙디앤엠,중앙디앤엠,"JOONGANG DNM Co., Ltd",2001/07/31,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"36,665,229",화학
KR7072020001,072020,중앙백신연구소,중앙백신,CHOONG ANG VACCINE LABORATORY,2003/10/31,KOSDAQ,주권,벤처기업부,보통주,500,"9,960,000",제약
KR7000440008,000440,중앙에너비스,중앙에너비스,"Joong Ang Enervis Co.,Ltd.",1993/03/24,KOSDAQ,주권,우량기업부,보통주,500,"6,227,130",유통
KR7078650009,078650,지나인제약,지나인제약,G9pharma,2010/10/22,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"4,078,777",의료·정밀기기
KR7228760005,228760,지노믹트리,지노믹트리,Genomictree Inc.,2019/03/27,KOSDAQ,주권,기술성장기업부,보통주,500,"21,026,204",제약
KR7314130006,314130,지놈앤컴퍼니,지놈앤컴퍼니,Genome&Company,2020/12/23,KOSDAQ,주권,기술성장기업부,보통주,500,"14,091,521",제약
KR7013890009,013890,지누스보통주,지누스,ZINUS,2019/10/30,KOSPI,주권,,보통주,500,"18,900,676",기타제조업
KR7389030008,389030,지니너스,지니너스,GENINUS Inc.,2021/11/08,KOSDAQ,주권,기술성장기업부,보통주,500,"32,607,945",기타서비스
KR7043610005,043610,지니뮤직,지니뮤직,GENIE MUSIC CORPORATION,2000/07/20,KOSDAQ,주권,우량기업부,보통주,500,"58,115,438",IT S/W & SVC
KR7263860009,263860,지니언스,지니언스,"GENIANS, INC.",2017/08/02,KOSDAQ,주권,벤처기업부,보통주,500,"9,444,600",IT S/W & SVC
KR7303030001,303030,지니틱스,지니틱스,"Zinitix Co.,Ltd.",2018/08/30,KOSDAQ,주권,벤처기업부,보통주,100,"35,745,668",IT H/W
KR7036180008,036180,지더블유바이텍,지더블유바이텍,"GW Vitek CO.,LTD.",1999/12/21,KOSDAQ,주권,중견기업부,보통주,500,"49,193,587",유통
KR7208350009,208350,지란지교시큐리티,지란지교시큐리티,"Jiransecurity Co., Ltd.",2014/12/24,KOSDAQ,주권,벤처기업부,보통주,500,"8,838,549",출판·매체복제
KR7289860009,289860,지슨,지슨,GITSN,2023/01/26,KONEX,주권,일반기업부,보통주,500,"16,774,024",#N/A
KR7144510005,144510,지씨셀,지씨셀,GC CELL,2016/06/23,KOSDAQ,주권,우량기업부,보통주,500,"15,800,344",기타서비스
KR7382480002,382480,지아이텍,지아이텍,"G.I.Tech Co.,Ltd.",2021/10/21,KOSDAQ,주권,벤처기업부,보통주,100,"39,357,140",기계·장비
KR7382800001,382800,지앤비에스엔지니어링,지앤비에스엔지니어링,"GnBS ENGINEERING Co., Ltd.",2021/10/29,KOSDAQ,주권,벤처기업부,보통주,500,"7,578,243",기계·장비
KR7299480004,299480,지앤이헬스케어,지앤이헬스케어,G&E Healthcare,2018/06/29,KONEX,주권,일반기업부,보통주,100,"11,100,743",#N/A
KR7051160000,051160,지어소프트,지어소프트,GAEASOFT,2002/05/28,KOSDAQ,주권,우량기업부,보통주,500,"15,474,430",IT S/W & SVC
KR7001250000,001250,지에스글로벌보통주,GS글로벌,GS Global Corp.,1976/06/26,KOSPI,주권,,보통주,"2,500","82,533,764",유통업
KR7007070006,007070,지에스리테일보통주,GS리테일,GS Retail,2011/12/23,KOSPI,주권,,보통주,"1,000","104,717,922",유통업
KR7053050001,053050,지에스이,지에스이,"GSE Co., Ltd.",2001/10/11,KOSDAQ,주권,우량기업부,보통주,500,"29,987,597",전기·가스·수도
KR7130500002,130500,지에이치신소재,GH신소재,GH Advanced Materials Inc.,2013/08/02,KOSDAQ,주권,중견기업부,보통주,500,"14,545,052",섬유·의류
KR7388610008,388610,지에프씨생명과학,지에프씨생명과학,GFC Life Science,2022/12/23,KONEX,주권,일반기업부,보통주,500,"1,036,526",#N/A
KR7119850006,119850,지엔씨에너지,지엔씨에너지,"GnCenergy Co., Ltd.",2013/10/02,KOSDAQ,주권,우량기업부,보통주,500,"16,448,909",일반전기전자
KR7270520000,270520,지엔원에너지,지엔원에너지,"G Enone Energy Co.,Ltd.",2017/08/22,KOSDAQ,주권,벤처기업부,보통주,100,"36,776,835",기타서비스
KR7065060006,065060,지엔코,지엔코,"Great New wave Coming Co., Ltd.",2002/05/28,KOSDAQ,주권,중견기업부,보통주,500,"98,008,044",섬유·의류
KR7204840003,204840,지엘팜텍,지엘팜텍,GL Pharm Tech Corp.,2014/11/20,KOSDAQ,주권,기술성장기업부,보통주,100,"62,104,061",기타서비스
KR7013870001,013870,지엠비코리아보통주,지엠비코리아,GMB Korea,2012/11/20,KOSPI,주권,,보통주,500,"19,072,280",운수장비
KR7071320006,071320,지역난방공사보통주,지역난방공사,Korea District Heating,2010/01/29,KOSPI,주권,,보통주,"5,000","11,578,744",전기가스업
KR7311320006,311320,지오엘리먼트,지오엘리먼트,"GO Element Co., Ltd.",2021/11/11,KOSDAQ,주권,기술성장기업부,보통주,500,"6,307,280",일반전기전자
KR7035000009,035000,지투알보통주,지투알,GⅡR Inc.,1999/08/11,KOSPI,주권,,보통주,"1,000","16,567,409",서비스업
KR7388050007,388050,지투파워,지투파워,G2Power Co.Ltd,2022/04/01,KOSDAQ,주권,중견기업부,보통주,500,"18,217,551",일반전기전자
KR7219750007,219750,지티지웰니스,지티지웰니스,"GTG Wellness Co.,Ltd",2018/09/21,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"19,111,631",의료·정밀기기
KR7088790001,088790,진도 보통주,진도,"JINDO.CO.,LTD",2006/03/28,KOSPI,주권,,보통주,500,"12,447,744",유통업
KR7018120006,018120,진로발효,진로발효,JinroDistillers,1993/12/29,KOSDAQ,주권,우량기업부,보통주,500,"6,621,120",음식료·담배
KR7109820001,109820,진매트릭스,진매트릭스,GENEMATRIX INC.,2009/11/06,KOSDAQ,주권,기술성장기업부,보통주,500,"20,393,640",기타서비스
KR7086060001,086060,진바이오텍,진바이오텍,"Gene Bio Tech Co., Ltd.",2006/04/28,KOSDAQ,주권,중견기업부,보통주,500,"8,610,587",유통
KR7036890002,036890,진성티이씨,진성티이씨,JINSUNG T.E.C.,2000/07/20,KOSDAQ,주권,우량기업부,보통주,500,"22,482,268",기계·장비
KR7363250002,363250,진시스템,진시스템,"Genesystem Co., Ltd",2021/05/26,KOSDAQ,주권,기술성장기업부,보통주,500,"6,929,980",의료·정밀기기
KR7003780004,003780,진양산업보통주,진양산업,Chinyang Industry,1973/06/26,KOSPI,주권,,보통주,500,"13,000,000",화학
KR7007370000,007370,진양제약,진양제약,"JIN YANG PHARMACETICAL. CO., LTD",2000/07/27,KOSDAQ,주권,중견기업부,보통주,500,"12,000,000",제약
KR7010640001,010640,진양폴리우레탄보통주,진양폴리,ChinYangPolyurethane,1989/09/30,KOSPI,주권,,보통주,500,"10,000,000",화학
KR7100250000,100250,진양홀딩스보통주,진양홀딩스,Chinyang Holdings Corporation,2008/02/15,KOSPI,주권,,보통주,500,"55,895,292",화학
KR7051630002,051630,진양화학보통주,진양화학,ChinYangChemicalCorporation,2001/01/29,KOSPI,주권,,보통주,500,"15,800,000",화학
KR7272450008,272450,진에어보통주,진에어,JIN AIR,2017/12/08,KOSPI,주권,,보통주,"1,000","52,200,000",운수창고업
KR7011000007,011000,진원생명과학보통주,진원생명과학,GeneOneLifeScience,1987/11/16,KOSPI,주권,,보통주,"1,000","77,751,599",의약품
KR7250030004,250030,진코스텍,진코스텍,JINCOSTECH,2019/11/29,KONEX,주권,일반기업부,보통주,500,"2,589,337",#N/A
KR7002781003,002785,진흥기업1우선주(신형),진흥기업우B,CHINHUNG INT(1PB),2003/06/16,KOSPI,주권,,신형우선주,500,"857,218",건설업
KR7002782001,002787,진흥기업2우선주(신형),진흥기업2우B,CHINHUNG INT (2PB),2006/12/05,KOSPI,주권,,신형우선주,500,"294,808",건설업
KR7002780005,002780,진흥기업보통주,진흥기업,ChinhungInternational,1977/06/25,KOSPI,주권,,보통주,500,"145,471,745",건설업
KR7233990001,233990,질경이,질경이,JILGYUNGYI,2015/12/29,KONEX,주권,일반기업부,보통주,100,"14,764,898",#N/A
KR7085660009,085660,차바이오텍,차바이오텍,"Chabiotech Co.,Ltd.",2005/12/27,KOSDAQ,주권,벤처기업부,보통주,500,"56,268,318",제약
KR7261780001,261780,차백신연구소,차백신연구소,CHA Vaccine Research Institute,2021/10/22,KOSDAQ,주권,기술성장기업부,보통주,500,"26,429,162",기타서비스
KYG2115T1076,900250,차이나크리스탈신소재홀딩스,크리스탈신소재,"China Crystal New Material Holdings Co., Ltd.",2016/01/28,KOSDAQ,외국주권,외국기업(소속부없음),보통주,0.5,"95,891,039",금융
KR7009310004,009310,참엔지니어링보통주,참엔지니어링,Charm Engineering,1987/11/12,KOSPI,주권,,보통주,500,"58,867,419",기계
KR7094850005,094850,참좋은여행,참좋은여행,"Very Good Tour Co.,Ltd.",2007/04/30,KOSDAQ,주권,중견기업부,보통주,500,"14,000,000",기타서비스
KR7004650008,004650,창해에탄올,창해에탄올,"Changhae Ethanol Co., Ltd.",2014/07/30,KOSDAQ,주권,우량기업부,보통주,500,"9,190,885",음식료·담배
KR7278280003,278280,천보,천보,"Chunbo Co., Ltd.",2019/02/11,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"10,000,000",화학
KR7000650002,000650,천일고속보통주,천일고속,ChunilExpress,1977/06/23,KOSPI,주권,,보통주,"5,000","1,429,220",운수창고업
KR7140290008,140290,청광건설 주식회사,청광건설,"CHUNGKWANG CONSTRUCTION CO., LtD.",2013/12/20,KONEX,주권,일반기업부,보통주,500,"10,555,100",#N/A
KR7362320004,362320,청담글로벌,청담글로벌,"CHUNGDAMGLOBAL Co., Ltd.",2022/06/03,KOSDAQ,주권,중견기업부,보통주,500,"20,551,290",유통
KR7066360009,066360,체리부로,체리부로,"Cherrybro Co.,Ltd",2017/12/04,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"46,872,529",음식료·담배
KR7033250002,033250,체시스보통주,체시스,"CHASYS Co.,Ltd",1999/08/11,KOSPI,주권,,보통주,500,"32,000,000",운수장비
KR7047820006,047820,초록뱀미디어,초록뱀미디어,"CHOROKBAEM MEDIA CO.,LTD.",2002/12/24,KOSDAQ,주권,중견기업부,보통주,"5,000","21,712,702",오락·문화
KR7131100000,131100,초록뱀이앤엠,초록뱀이앤엠,Chorokbaem E&M,2011/06/14,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"26,833,204",유통
KR7052300001,052300,초록뱀컴퍼니,초록뱀컴퍼니,CHOROKBAEM COMPANY,2001/08/02,KOSDAQ,주권,중견기업부,보통주,500,"118,651,430",유통
KR7118000009,118000,초록뱀헬스케어보통주,초록뱀헬스케어,"CHOROKBAEM HEALTHCARE.CO,.LTD",2009/12/30,KOSPI,주권,,보통주,500,"84,704,985",유통업
KR7094360005,094360,칩스앤미디어,칩스앤미디어,"Chips&Media, Inc.",2015/08/05,KOSDAQ,주권,벤처기업부,보통주,500,"9,640,315",IT H/W
KR7016790008,016790,카나리아바이오,카나리아바이오,CANARIABIO,2018/06/01,KOSDAQ,주권,중견기업부,보통주,100,"46,865,443",음식료·담배
KR7016920001,016920,카스,카스,Cas,1990/01/04,KOSDAQ,주권,중견기업부,보통주,500,"26,493,538",유통
KR7284620002,284620,카이노스메드,카이노스메드,"KAINOS MEDICINE, INC.",2018/06/08,KOSDAQ,주권,기술성장기업부,보통주,500,"27,922,396",기타서비스
KR7446600009,446600,카이바이오텍,카이바이오텍,KaiBioTech,2022/12/23,KONEX,주권,일반기업부,보통주,"5,000","981,281",#N/A
KR7293490009,293490,카카오게임즈,카카오게임즈,Kakao Games Corp.,2020/09/10,KOSDAQ GLOBAL,주권,우량기업부,보통주,100,"82,289,947",IT S/W & SVC
KR7323410001,323410,카카오뱅크보통주,카카오뱅크,KakaoBank Corp.,2021/08/06,KOSPI,주권,,보통주,"5,000","476,730,637",금융업
KR7035720002,035720,카카오보통주,카카오,Kakao,2017/07/10,KOSPI,주권,,보통주,100,"445,423,689",서비스업
KR7377300009,377300,카카오페이보통주,카카오페이,kakaopay,2021/11/03,KOSPI,주권,,보통주,500,"133,002,827",금융업
KR7042000000,042000,카페24,카페24,Cafe24 Corp.,2018/02/08,KOSDAQ,주권,기술성장기업부,보통주,500,"22,497,198",IT S/W & SVC
KR7006380000,006380,카프로보통주,카프로,CAPRO,1974/05/28,KOSPI,주권,,보통주,500,"40,000,000",화학
KR7317530004,317530,캐리소프트,캐리소프트,"CARRIESOFT Co., Ltd.",2019/10/29,KOSDAQ,주권,기술성장기업부,보통주,500,"6,961,196",오락·문화
KR7071850002,071850,캐스텍코리아,캐스텍코리아,"CASTEC KOREA CO.,LTD",2014/05/27,KOSDAQ,주권,중견기업부,보통주,500,"16,569,188",운송장비·부품
KR7050110006,050110,캠시스,캠시스,CammSys Corp.,2001/05/17,KOSDAQ,주권,중견기업부,보통주,500,"73,824,118",IT H/W
KR7119860005,119860,커넥트웨이브,커넥트웨이브,Connectwave,2011/01/24,KOSDAQ,주권,우량기업부,보통주,500,"48,192,972",IT S/W & SVC
KR7223310004,223310,커머스마이너,커머스마이너,Commerce miner,2015/12/24,KOSDAQ,주권,관리종목(소속부없음),보통주,100,"15,730,371",IT S/W & SVC
KR7109070003,109070,컨버즈보통주,컨버즈,CONBUZZ,2009/03/17,KOSPI,주권,,보통주,500,"36,810,230",전기전자
HK0000341732,900310,컬러레이홀딩스,컬러레이,"Coloray International Investment Co., Limited",2017/08/10,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,"64,041,675",금융
KR7078340007,078340,컴투스,컴투스,Com2uS Corporation,2007/07/06,KOSDAQ,주권,우량기업부,보통주,500,"12,866,420",IT S/W & SVC
KR7063080006,063080,컴투스홀딩스,컴투스홀딩스,Com2uS Holdings,2009/07/30,KOSDAQ,주권,우량기업부,보통주,500,"6,595,192",IT S/W & SVC
KR7307930008,307930,컴퍼니케이파트너스,컴퍼니케이,COMPANY K PARTNERS LIMITED,2019/05/23,KOSDAQ,주권,벤처기업부,보통주,500,"15,610,000",금융
KR7079190005,079190,케스피온,케스피온,KESPION,2005/11/29,KOSDAQ,주권,벤처기업부,보통주,500,"34,165,146",IT H/W
KR7263700007,263700,케어랩스,케어랩스,"Carelabs Co.,Ltd",2018/03/28,KOSDAQ,주권,중견기업부,보통주,500,"18,215,398",기타서비스
KR7214370009,214370,케어젠,케어젠,"Caregen Co.,LTD.",2015/11/17,KOSDAQ,주권,벤처기업부,보통주,500,"10,743,000",제약
KR7221980006,221980,케이디켐,케이디켐,"KDCHEM CO., LTD.",2015/11/19,KOSDAQ,주권,중견기업부,보통주,500,"4,034,800",화학
KYG1990V1041,900280,케이만금세기차륜집단유한공사,골든센츄리,Cayman Golden Century Wheel Group Limited,2016/10/19,KOSDAQ,외국주권,외국기업(소속부없음),보통주,0.2,"205,404,288",금융
KR7001620004,001620,케이비아이동국실업보통주,케이비아이동국실업,KBI DONGKOOK IND,1990/09/15,KOSPI,주권,,보통주,500,"100,273,016",운수장비
KR7024840001,024840,케이비아이메탈,KBI메탈,"KBI METAL CO., LTD.",1994/12/29,KOSDAQ,주권,중견기업부,보통주,500,"32,950,848",금속
KR7424140002,424140,케이비제21호기업인수목적,케이비제21호스팩,"KB No.21 Special Purpose Acquisition Company Co., Ltd.",2022/06/23,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"7,710,000",금융
KR7436530000,436530,케이비제22호기업인수목적,케이비제22호스팩,KB No.22 Special Purpose Acquisition Company,2022/09/22,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,220,000",금융
KR7440200004,440200,케이비제23호기업인수목적,케이비제23호스팩,KB No.23 Special Purpose Acquisition Company,2022/11/03,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"6,125,000",금융
KR7318000007,318000,케이비지,KBG,KBG,2019/08/01,KOSDAQ,주권,벤처기업부,보통주,200,"8,229,825",화학
KR7192250009,192250,케이사인,케이사인,"KSIGN CO., Ltd.",2014/04/28,KOSDAQ,주권,벤처기업부,보통주,100,"70,671,257",IT S/W & SVC
KR7009440009,009440,케이씨그린홀딩스보통주,KC그린홀딩스,KC Green Holdings,1994/11/05,KOSPI,주권,,보통주,500,"22,434,980",금융업
KR7029460003,029460,케이씨보통주,케이씨,KC,1997/11/25,KOSPI,주권,,보통주,500,"13,554,044",의료정밀
KR7112190004,112190,케이씨산업,KC산업,KC INDUSTRY,2016/05/31,KONEX,주권,일반기업부,보통주,500,"7,125,253",#N/A
KR7021320007,021320,케이씨씨건설,KCC건설,"KCC ENGINEERING & CONSTRUCTION CO., LTD.",2001/08/21,KOSDAQ,주권,우량기업부,보통주,"5,000","21,400,000",건설
KR7344820006,344820,케이씨씨글라스보통주,KCC글라스,KCC GLASS Corporation,2020/01/21,KOSPI,주권,,보통주,"1,000","15,970,512",비금속광물
KR7036670008,036670,케이씨아이,KCI,KCI Limited,2001/01/03,KOSDAQ,주권,우량기업부,보통주,500,"11,270,000",화학
KR7115500001,115500,케이씨에스,케이씨에스,Korea Computer & Systems Inc.,2010/04/14,KOSDAQ,주권,중견기업부,보통주,500,"12,000,000",IT S/W & SVC
KR7119650000,119650,케이씨코트렐보통주,KC코트렐,KC Cottrell,2010/01/29,KOSPI,주권,,보통주,500,"34,600,456",기계
KR7281820001,281820,케이씨텍보통주,케이씨텍,KCTECH,2017/12/05,KOSPI,주권,,보통주,500,"20,861,556",의료정밀
KR7089150007,089150,케이씨티,케이씨티,Korea Computer Terminal Inc.,2006/12/13,KOSDAQ,주권,중견기업부,보통주,500,"17,150,000",IT S/W & SVC
KR7025880006,025880,케이씨피드,케이씨피드,"KC FEED CO., LTD.",1995/07/07,KOSDAQ,주권,중견기업부,보통주,500,"16,715,858",음식료·담배
KR7093320000,093320,케이아이엔엑스,케이아이엔엑스,"KINX, Inc.",2011/02/08,KOSDAQ,주권,우량기업부,보통주,500,"4,880,000",IT S/W & SVC
KR7044450005,044450,케이에스에스 해운 보통주,KSS해운,KSS LINE,2007/10/26,KOSPI,주권,,보통주,500,"23,085,880",운수창고업
KR7073010001,073010,케이에스피,케이에스피,"KSP CO., LTD",2004/12/17,KOSDAQ,주권,벤처기업부,보통주,500,"36,192,257",기계·장비
KR7226360006,226360,케이에이치건설,KH 건설,KH Construction,2015/10/22,KOSDAQ,주권,벤처기업부,보통주,100,"123,620,531",건설
KR7060720000,060720,케이에이치바텍,KH바텍,"KH VATEC Co., LTD",2002/05/21,KOSDAQ,주권,중견기업부,보통주,500,"23,677,442",IT H/W
KR7111870002,111870,케이에이치전자,KH 전자,KH ELECTRON,2010/11/05,KOSDAQ,주권,중견기업부,보통주,500,"159,959,822",일반전기전자
KR7122450000,122450,케이엑스이노베이션,KX,KX Innovation,2011/05/25,KOSDAQ,주권,중견기업부,보통주,500,"45,335,964",통신방송서비스
