표준코드,ticker,한글 종목명,name,영문 종목명,start_date,시장구분,증권구분,소속부,주식종류,액면가,상장주식수,산업분류
KR7351330006,351330,이삭엔지니어링,이삭엔지니어링,"ISAAC Engineering Co., Ltd.",2021/04/21,KOSDAQ,주권,벤처기업부,보통주,500,"8,288,520",IT S/W & SVC
KR7080010002,080010,이상네트웍스,이상네트웍스,"eSANG Networks Co.,Ltd",2005/09/30,KOSDAQ,주권,중견기업부,보통주,500,"10,000,000",IT S/W & SVC
KR7379390008,379390,이성씨엔아이,이성씨엔아이,IHSUNGCNI,2021/06/04,KONEX,주권,일반기업부,보통주,500,"2,841,460",#N/A
KR7086890001,086890,이수앱지스,이수앱지스,"ISU Abxis Co., Ltd.",2009/02/03,KOSDAQ,주권,기술성장기업부,보통주,500,"33,182,668",제약
KR7007660004,007660,이수페타시스보통주,이수페타시스,ISUPETASYS,2003/10/07,KOSPI,주권,,보통주,"1,000","63,246,419",전기전자
KR7005950001,005950,이수화학보통주,이수화학,IsuChemical,1988/04/28,KOSPI,주권,,보통주,"5,000","27,959,544",화학
KR7015020001,015020,이스타코보통주,이스타코,e-STARCO,1988/12/23,KOSPI,주권,,보통주,500,"42,851,600",서비스업
KR7047560008,047560,이스트소프트,이스트소프트,ESTsoft Corp.,2008/07/01,KOSDAQ,주권,벤처기업부,보통주,500,"11,376,432",IT S/W & SVC
HK0000057197,900110,이스트아시아홀딩스인베스트먼트리미티드,이스트아시아홀딩스,East Asia Holdings Investment Limited,2010/04/23,KOSDAQ,외국주권,외국기업(소속부없음),보통주,무액면,"291,932,050",금융
KR7067010009,067010,이씨에스텔레콤,이씨에스,"ECS TELECOM Co., Ltd.",2007/12/18,KOSDAQ,주권,벤처기업부,보통주,500,"12,294,000",IT H/W
KR7093230001,093230,이아이디보통주,이아이디,E Investment&Development,2007/11/01,KOSPI,주권,,보통주,200,"105,547,270",유통업
KR7341310001,341310,이앤에치,이앤에치,E&H,2019/12/27,KONEX,주권,일반기업부,보통주,100,"17,293,400",#N/A
KR7102710001,102710,이엔에프테크놀로지,이엔에프테크놀로지,"ENF Technology Co., Ltd",2009/05/28,KOSDAQ,주권,우량기업부,보통주,500,"14,287,836",화학
KR7066980004,066980,이엔코퍼레이션,이엔코퍼레이션,"E& Corporation CO., LTD.",2003/01/17,KOSDAQ,주권,중견기업부,보통주,500,"45,470,564",IT S/W & SVC
KR7074610007,074610,이엔플러스보통주,이엔플러스,ENPLUS,2003/12/23,KOSPI,주권,,보통주,500,"58,337,806",기계
KR7063760003,063760,이엘피,이엘피,ELP Corp.,2017/04/06,KOSDAQ,주권,벤처기업부,보통주,500,"9,325,130",IT H/W
KR7123570004,123570,이엠넷,이엠넷,EMNET INC.,2011/11/25,KOSDAQ,주권,중견기업부,보통주,500,"22,276,078",기타서비스
KR7278990007,278990,이엠비,EMB,EMB,2017/10/31,KONEX,주권,일반기업부,보통주,500,"3,628,222",#N/A
KR7083470005,083470,이엠앤아이,이엠앤아이,"EMnI Co., Ltd.",2008/09/18,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"20,743,618",IT H/W
KR7095190005,095190,이엠코리아,이엠코리아,"EMKOREA Co., LTD.",2007/10/29,KOSDAQ,주권,중견기업부,보통주,500,"42,581,037",기계·장비
KR7091120006,091120,이엠텍,이엠텍,"EM-Tech. CO., LTD.",2007/05/02,KOSDAQ,주권,우량기업부,보통주,500,"17,132,936",IT H/W
KR7232530006,232530,이엠티,이엠티,Energy Material Tech,2015/12/30,KONEX,주권,일반기업부,보통주,500,"25,614,304",#N/A
KR7102460003,102460,이연제약보통주,이연제약,REYON PHARMACEUTICAL,2010/06/10,KOSPI,주권,,보통주,500,"17,998,577",의약품
KR7039030002,039030,이오테크닉스,이오테크닉스,"EO Technics Co., Ltd.",2000/08/24,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"12,319,550",IT H/W
KR7294090006,294090,이오플로우,이오플로우,"EOFlow Co., Ltd.",2020/09/14,KOSDAQ,주권,기술성장기업부,보통주,100,"30,362,279",의료·정밀기기
KR7245620000,245620,이원다이애그노믹스,EDGC,"Eone Diagnomics Genome Center Co., Ltd.",2018/06/26,KOSDAQ,주권,기술성장기업부,보통주,100,"84,075,931",기타서비스
KR7088290002,088290,이원컴포텍,이원컴포텍,"EWON COMFORTECH CO., LTD",2009/12/01,KOSDAQ,주권,중견기업부,보통주,500,"23,753,060",운송장비·부품
KR7084680008,084680,이월드보통주,이월드,E-WORLD,2005/07/26,KOSPI,주권,,보통주,"1,000","141,806,193",기타제조업
KR7181340001,181340,이즈미디어,이즈미디어,"isMedia Co., Ltd",2017/07/26,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"20,058,966",의료·정밀기기
KR7037370004,037370,이지,EG,EG CORPORATION,2000/01/11,KOSDAQ,주권,중견기업부,보통주,"1,000","8,624,972",건설
KR7353810005,353810,이지바이오,이지바이오,"EASY BIO, Inc.",2020/06/05,KOSDAQ,주권,중견기업부,보통주,100,"34,191,720",음식료·담배
KR7350520003,350520,이지스레지던스리츠보통주,이지스레지던스리츠,IGIS RESIDENCE REIT,2020/08/05,KOSPI,부동산투자회사,,보통주,"1,000","28,358,617",서비스업
KR7334890001,334890,이지스밸류플러스리츠보통주,이지스밸류리츠,IGIS Value Plus REIT,2020/07/16,KOSPI,부동산투자회사,,보통주,"1,000","36,745,335",서비스업
KR7099750002,099750,이지케어텍,이지케어텍,"ezCaretech Co., LTD",2019/03/22,KOSDAQ,주권,벤처기업부,보통주,500,"6,386,000",IT S/W & SVC
KR7377330006,377330,이지트로닉스,이지트로닉스,"EGTRONICS Co., Ltd.",2022/02/04,KOSDAQ,주권,기술성장기업부,보통주,500,"8,099,454",일반전기전자
KR7035810001,035810,이지홀딩스,이지홀딩스,"Easy Holdings Co., Ltd.",1999/11/23,KOSDAQ,주권,우량기업부,보통주,500,"65,145,845",음식료·담배
KR7160600003,160600,이큐셀,이큐셀,"EQUIPMENTS CELL CO.,LTD",2015/06/26,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"31,256,746",기계·장비
KR7092130004,092130,이크레더블,이크레더블,"e-Credible Co., Ltd.",2008/10/24,KOSDAQ,주권,중견기업부,보통주,500,"12,043,600",기타서비스
KR7096040001,096040,이트론,이트론,"E-TRON CO.,LTD.",2008/01/25,KOSDAQ,주권,중견기업부,보통주,200,"641,131,295",IT H/W
KR7134060003,134060,이퓨쳐,이퓨쳐,"e-future.Co.,Ltd.",2011/04/27,KOSDAQ,주권,벤처기업부,보통주,500,"4,769,250",출판·매체복제
KR7001840008,001840,이화공영,이화공영,EehwaConstruction,1994/11/23,KOSDAQ,주권,중견기업부,보통주,500,"19,805,760",건설
KR7000760009,000760,이화산업보통주,이화산업,RIFA,1994/04/29,KOSPI,주권,,보통주,"5,000","2,800,000",유통업
KR7024810004,024810,이화전기공업,이화전기,"EHWA TECHNOLOGIES INFORMATION CO., LTD.",1994/12/29,KOSDAQ,주권,벤처기업부,보통주,200,"123,008,045",IT H/W
KR7014990006,014990,인디에프보통주,인디에프,In the F,1989/06/20,KOSPI,주권,,보통주,500,"70,712,995",섬유의복
KR7041830001,041830,인바디,인바디,"InBody Co., Ltd.",2000/12/14,KOSDAQ,주권,우량기업부,보통주,500,"13,683,782",의료·정밀기기
KR7352940001,352940,인바이오,인바이오,"ENBIOCO., LTD.",2020/12/11,KOSDAQ,주권,벤처기업부,보통주,500,"10,867,730",화학
KR7101140002,101140,인바이오젠보통주,인바이오젠,INBIOGEN,2008/04/02,KOSPI,주권,,보통주,500,"140,884,330",유통업
KR7216400002,216400,인바이츠바이오코아,인바이츠바이오코아,INVITES BIOCORE,2015/06/29,KONEX,주권,일반기업부,보통주,500,"7,711,315",#N/A
KR7079950002,079950,인베니아,인베니아,"INVENIA Co.,Ltd.",2005/02/04,KOSDAQ,주권,중견기업부,보통주,500,"23,200,000",기계·장비
KR7389470006,389470,인벤티지랩,인벤티지랩,Inventage Lab Inc.,2022/11/22,KOSDAQ,주권,기술성장기업부,보통주,500,"8,351,348",제약
KR7277410007,277410,인산가,인산가,INSAN Inc.,2017/09/29,KOSDAQ,주권,벤처기업부,보통주,100,"32,383,349",음식료·담배
KR7060150000,060150,인선이엔티,인선이엔티,INSUN ENVIRONMENTAL NEW TECHNOLOGY CO.,2002/06/14,KOSDAQ,주권,우량기업부,보통주,500,"46,563,612",기타서비스
KR7033230004,033230,인성정보,인성정보,"INSUNG INFORMATION CO., LTD",1999/07/30,KOSDAQ,주권,중견기업부,보통주,500,"39,215,380",IT S/W & SVC
KR7006490007,006490,인스코비보통주,인스코비,Inscobee,1985/01/17,KOSPI,주권,,보통주,500,"112,008,577",통신업
KR7037330008,037330,인지디스플레이,인지디스플레,INZI DISPLAY COMPANY LIMITED,1999/12/14,KOSDAQ,주권,우량기업부,보통주,500,"43,885,224",IT H/W
KR7100030006,100030,인지소프트,인지소프트,Inzisoft,2010/05/25,KOSDAQ,주권,중견기업부,보통주,500,"3,283,714",IT S/W & SVC
KR7023800006,023800,인지컨트롤스보통주,인지컨트롤스,InziControls,1997/06/23,KOSPI,주권,,보통주,500,"15,809,197",운수장비
KR7034590000,034590,인천도시가스 보통주,인천도시가스,INCHEON CITY GAS,2006/11/07,KOSPI,주권,,보통주,"5,000","4,374,754",전기가스업
KR7211050000,211050,인카금융서비스,인카금융서비스,"INCAR FINANCIAL SERVICE Co.,Ltd.",2022/02/16,KOSDAQ,주권,기술성장기업부,보통주,500,"10,275,960",금융
KR7083640003,083640,인콘,인콘,"INCON Co., Ltd.",2005/12/27,KOSDAQ,주권,벤처기업부,보통주,500,"58,035,312",IT H/W
KR7216050005,216050,인크로스,인크로스,"Incross Co.,Ltd.",2016/10/31,KOSDAQ,주권,벤처기업부,보통주,500,"12,843,222",기타서비스
KR7049070006,049070,인탑스,인탑스,"INTOPS CO., LTD.",2002/02/21,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"17,200,000",IT H/W
KR7119610004,119610,인터로조,인터로조,INTEROJO CO. LTD.,2010/07/28,KOSDAQ,주권,우량기업부,보통주,500,"13,216,478",의료·정밀기기
KR7017250002,017250,인터엠,인터엠,IntermCorporation,1996/01/03,KOSDAQ,주권,중견기업부,보통주,500,"21,045,467",일반전기전자
KR7129260006,129260,인터지스보통주,인터지스,INTERGIS,2011/12/16,KOSPI,주권,,보통주,500,"29,747,874",운수창고업
KR7051370005,051370,인터플렉스,인터플렉스,"INTERFLEX CO., LTD.",2003/01/22,KOSDAQ,주권,중견기업부,보통주,500,"23,327,472",IT H/W
KR7064290000,064290,인텍플러스,인텍플러스,"INTEKPLUS CO.,LTD",2011/01/05,KOSDAQ,주권,우량기업부,보통주,500,"12,756,962",IT H/W
KR7189300007,189300,인텔리안테크놀로지스,인텔리안테크,INTELLIAN TECHNOLOGIES Inc.,2016/10/18,KOSDAQ,주권,우량기업부,보통주,500,"9,183,669",일반전기전자
KR7150840007,150840,인트로메딕,인트로메딕,"IntroMedic Co., Ltd.",2013/12/19,KOSDAQ,주권,관리종목(소속부없음),보통주,100,"38,234,020",의료·정밀기기
KR7048530000,048530,인트론바이오테크놀로지,인트론바이오,"iNtRON Biotechnology, Inc.",2011/01/26,KOSDAQ,주권,기술성장기업부,보통주,500,"34,150,762",제약
KR7023810005,023810,인팩보통주,인팩,INFAC,2004/09/21,KOSPI,주권,,보통주,500,"10,000,000",운수장비
KR7175140003,175140,인포마크,인포마크,"INFOMARK Co., Ltd",2015/09/23,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"14,132,344",IT H/W
KR7115310005,115310,인포바인,인포바인,"INFOvine co., Ltd.",2010/02/09,KOSDAQ,주권,벤처기업부,보통주,500,"3,192,883",통신방송서비스
KR7039290002,039290,인포뱅크,인포뱅크,InfoBank Corporation,2006/07/04,KOSDAQ,주권,우량기업부,보통주,500,"8,693,978",통신방송서비스
KR7071200000,071200,인피니트헬스케어,인피니트헬스케어,INFINITT Healthcare,2010/05/26,KOSDAQ,주권,중견기업부,보통주,500,"24,396,458",IT S/W & SVC
KR7101930006,101930,인화정공,인화정공,"Inhwa Precision Co., Ltd",2010/10/22,KOSDAQ,주권,우량기업부,보통주,500,"9,331,705",운송장비·부품
KR7249420001,249420,일동제약보통주,일동제약,ILDONG PHARM,2016/08/31,KOSPI,주권,,보통주,"1,000","26,803,285",의약품
KR7000230003,000230,일동홀딩스보통주,일동홀딩스,ILDONG HOLDINGS,1975/06/28,KOSPI,주권,,보통주,"1,000","11,540,400",의약품
KR7013360003,013360,일성건설보통주,일성건설,IlsungConstruction,1989/12/02,KOSPI,주권,,보통주,500,"54,024,880",건설업
KR7003120003,003120,일성신약보통주,일성신약,IlsungPharmaceutical,1985/01/14,KOSPI,주권,,보통주,"5,000","2,660,000",의약품
KR7333430007,333430,일승,일승,IL SEUNG,2019/11/06,KOSDAQ,주권,벤처기업부,보통주,100,"30,726,747",운송장비·부품
KR7068330000,068330,일신바이오베이스,일신바이오,"ilShinbiobase Co., Ltd.",2007/12/26,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,100,"44,216,140",기계·장비
KR7003200003,003200,일신방직보통주,일신방직,IlshinSpinning,1973/05/23,KOSPI,주권,,보통주,"5,000","2,400,000",섬유의복
KR7007110000,007110,일신석재보통주,일신석재,IlshinStone,1986/03/04,KOSPI,주권,,보통주,500,"77,456,610",유통업
KR7058450008,058450,일야,일야,"ILYA CO., LTD.",2002/01/17,KOSDAQ,주권,중견기업부,보통주,500,"33,370,000",화학
KR7007571003,007575,일양약품1우선주,일양약품우,IlyangPharmaceutical(1P),1989/12/21,KOSPI,주권,,구형우선주,"2,500","445,080",의약품
KR7007570005,007570,일양약품보통주,일양약품,IlyangPharmaceutical,1974/08/28,KOSPI,주권,,보통주,"2,500","19,085,664",의약품
KR7008500001,008500,일정실업보통주,일정실업,IljeongIndustrial,1994/08/12,KOSPI,주권,,보통주,"5,000","1,200,000",섬유의복
KR7019540004,019540,일지테크,일지테크,IljiTechnology,1992/11/03,KOSDAQ,주권,중견기업부,보통주,500,"13,513,500",운송장비·부품
KR7081000002,081000,일진다이아몬드 보통주,일진다이아,"ILJIN DIAMOND CO., LTD",2004/12/22,KOSPI,주권,,보통주,"1,000","14,202,975",화학
KR7020760005,020760,일진디스플레이보통주,일진디스플,ILJIN DISPLAY,2002/01/09,KOSPI,주권,,보통주,500,"51,513,741",전기전자
KR7020150009,020150,일진머티리얼즈보통주,일진머티리얼즈,ILJIN MATERIALS,2011/03/04,KOSPI,주권,,보통주,500,"46,110,835",전기전자
KR7103590006,103590,일진전기 보통주,일진전기,ILJIN ELECTRIC,2008/08/01,KOSPI,주권,,보통주,"1,000","37,080,390",전기전자
KR7094820008,094820,일진파워,일진파워,"ILJIN POWER CO., LTD.",2007/11/06,KOSDAQ,주권,우량기업부,보통주,500,"15,078,709",건설
KR7271940009,271940,일진하이솔루스보통주,일진하이솔루스,ILJIN HYSOLUS,2021/09/01,KOSPI,주권,,보통주,500,"36,313,190",운수장비
KR7015860000,015860,일진홀딩스보통주,일진홀딩스,ILJINHOLDINGS,1990/03/22,KOSPI,주권,,보통주,"1,000","49,347,483",금융업
KR7226320000,226320,잇츠한불보통주,잇츠한불,ITSHANBUL,2015/12/28,KOSPI,주권,,보통주,500,"21,929,315",화학
KR8840110108,950140,잉글우드랩,잉글우드랩,"Englewood Lab, Inc.",2016/10/14,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,0,"19,867,866",화학
KR7049550007,049550,잉크테크,잉크테크,"INKTEC CO., LTD.",2002/02/28,KOSDAQ,주권,중견기업부,보통주,500,"19,606,277",화학
KR7254120009,254120,자비스,자비스,"XAVIS CO., Ltd.",2016/12/02,KOSDAQ,주권,기술성장기업부,보통주,100,"22,182,217",기계·장비
KR7043910009,043910,자연과 환경,자연과환경,"Nature and Environment Co., Ltd.",2005/11/18,KOSDAQ,주권,중견기업부,보통주,500,"81,379,556",기타서비스
KR7234920007,234920,자이글,자이글,"Zaigle Co., Ltd.",2016/09/06,KOSDAQ,주권,벤처기업부,보통주,500,"13,530,910",일반전기전자
KR7289220006,289220,자이언트스텝,자이언트스텝,GIANTSTEP Inc.,2021/03/24,KOSDAQ,주권,기술성장기업부,보통주,500,"22,121,745",오락·문화
KR7317400000,317400,자이에스앤디보통주,자이에스앤디,XI S&D,2019/11/06,KOSPI,주권,,보통주,"1,000","38,782,520",서비스업
KR7033240003,033240,자화전자보통주,자화전자,JahwaElectronics,1999/01/06,KOSPI,주권,,보통주,500,"20,250,944",전기전자
KR7174880005,174880,장원테크,장원테크,"JangWonTech Co., Ltd.",2016/07/15,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"21,906,325",IT H/W
KR7049630007,049630,재영솔루텍,재영솔루텍,"JAEYOUNG SOLUTEC CO.,LTD.",2003/01/24,KOSDAQ,주권,중견기업부,보통주,500,"81,950,194",IT H/W
KR7417840006,417840,저스템,저스템,"Justem.Co.,Ltd.",2022/10/28,KOSDAQ,주권,벤처기업부,보통주,500,"7,072,225",IT H/W
KR7000950006,000950,전방보통주,전방,Chonbang,1968/10/21,KOSPI,주권,,보통주,"5,000","1,680,000",섬유의복
KR7110020005,110020,전진바이오팜,전진바이오팜,"JEONJINBIO CO., LTD.",2018/12/14,KOSDAQ,주권,기술성장기업부,보통주,500,"6,840,000",화학
KR7208140004,208140,정다운,정다운,"JUNGDAWN Co., Ltd.",2014/12/17,KOSDAQ,주권,우량기업부,보통주,100,"32,684,246",음식료·담배
KR7040420002,040420,정상제이엘에스,정상제이엘에스,"JLS CO.,LTD.",2000/08/01,KOSDAQ,주권,우량기업부,보통주,500,"15,677,552",기타서비스
KR7045510005,045510,정원엔시스,정원엔시스,ZUNGWON EN-SYS INC.,2000/09/07,KOSDAQ,주권,중견기업부,보통주,500,"32,209,292",IT S/W & SVC
KR7217190008,217190,제너셈,제너셈,Genesem Inc.,2015/09/25,KOSDAQ,주권,벤처기업부,보통주,500,"8,769,174",IT H/W
KR7095700001,095700,제넥신,제넥신,"Genexine, Inc.",2009/09/15,KOSDAQ,주권,기술성장기업부,보통주,500,"30,942,084",기타서비스
KR7072520000,072520,제넨바이오,제넨바이오,GenNBio Inc.,2004/10/29,KOSDAQ,주권,중견기업부,보통주,500,"44,608,170",유통
KR7122310006,122310,제노레이,제노레이,"GENORAY Co., Ltd.",2018/05/28,KOSDAQ,주권,우량기업부,보통주,500,"14,553,844",의료·정밀기기
KR7361390008,361390,제노코,제노코,"Genohco, Inc",2021/03/24,KOSDAQ,주권,기술성장기업부,보통주,500,"7,500,789",IT H/W
KR7066830001,066830,제노텍,제노텍,GENOTECH,2016/07/18,KONEX,주권,일반기업부,보통주,500,"5,667,180",#N/A
KR7225220003,225220,제놀루션,제놀루션,GENOLUTION INC.,2020/07/24,KOSDAQ,주권,기술성장기업부,보통주,500,"9,590,835",제약
KR7123330003,123330,제닉,제닉,"Genic Co., Ltd",2011/08/03,KOSDAQ,주권,벤처기업부,보통주,500,"7,000,000",화학
KR7159580000,159580,제로투세븐,제로투세븐,Zero to Seven Inc,2013/02/19,KOSDAQ,주권,우량기업부,보통주,500,"20,032,636",유통
KR7147830004,147830,제룡산업,제룡산업,"CHERYONG INDUSTRIAL CO.,LTD.",2012/02/13,KOSDAQ,주권,벤처기업부,보통주,500,"20,000,000",금속
KR7033100009,033100,제룡전기,제룡전기,"CHERYONG ELECTRIC CO.,LTD.",1997/08/18,KOSDAQ,주권,벤처기업부,보통주,500,"16,062,409",IT H/W
KR7079370003,079370,제우스,제우스,"ZEUS CO., LTD.",2006/02/01,KOSDAQ,주권,우량기업부,보통주,500,"10,384,000",기계·장비
KR7067290007,067290,제이더블유신약,JW신약,JW SHINYAK CORPORATION,2003/02/11,KOSDAQ,주권,중견기업부,보통주,500,"48,427,177",제약
